"car_park_no","address","x_coord","y_coord","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","combined_coords","converted_combined_coords","central"
"PL68","BLK 217 SUMANG WALK","34935.4135","42745.6090","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","16","2.15","N","42745.6090 34935.4135","103.8956389998495 1.4028497771467374","No"
"PL69","BLK 661 EDGEDALE PLAINS","37380.9995","42710.8525","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","42710.8525 37380.9995","103.91761458579163 1.402534759553287","No"
"PL70","BLK 226 SUMANG LANE","34673.3293","42770.8483","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","2.15","N","42770.8483 34673.3293","103.89328396343716 1.403078094080517","No"
"PL71","BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS","37175.8873","42873.1765","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","16","2.15","N","42873.1765 37175.8873","103.91577153642423 1.4040028239494418","No"
"PL72","BLK 222 SUMANG LANE SUMANG LANE","34784.0419","42552.2276","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","42552.2276 34784.0419","103.89427875623936 1.4011009423466618","No"
"PL73","BLK 228 PUNGGOL FIELD","34533.1571","42794.7856","MULTI-STOREY CAR PARK","COUPON PARKING","WHOLE DAY","NO","YES","2","2.15","N","42794.7856 34533.1571","103.89202440609496 1.4032946064344982","No"
"PL74","BLK 233 SUMANG LANE","34486.2640","42569.8371","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","42569.8371 34486.2640","103.89160298259306 1.40126026475489","No"
"PL75","BLK 325 SUMANG WALK","35281.7517","43917.7280","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","15","2.15","N","43917.7280 35281.7517","103.898751428957 1.4134499069115312","No"
"PL76","BLK 326 SUMANG WALK SUMANG WALK","35345.9447","43901.2419","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","6","2.15","N","43901.2419 35345.9447","103.89932825423608 1.413300796243431","No"
"PL77","BLK 659 PUNGGOL EAST ROAD","37596.6187","42542.5155","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","42542.5155 37596.6187","103.91955204475835 1.4010123109754948","No"
"PL78","BLK 322 SUMANG WALK","35143.0392","43671.1572","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","43671.1572 35143.0392","103.89750491628322 1.411220045861668","No"
"PL80","BLK 407A-407B NORTHSHORE WALK","35655.2525","44286.5897","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","2.15","N","44286.5897 35655.2525","103.90210775404411 1.4167856591181185","No"
"PL81","BLK 421A NORTHSHORE DRIVE","35919.5379","44619.0472","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","4","2.15","Y","44619.0472 35919.5379","103.90448268138022 1.419792210283198","No"
"PL82","BLK 413A NORTHSHORE DR","35450.9150","44307.2069","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","2.15","Y","44307.2069 35450.9150","103.90027160812295 1.4169721676214326","No"
"PL83","BLK 419A NORTHSHORE DRIVE","35655.8827","44477.4339","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","2.15","Y","44477.4339 35655.8827","103.90211346787348 1.4185115837826396","No"
"PM1","473A PASIR RIS DR 6","41720.2070","39587.0850","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","39587.0850 41720.2070","103.95660442487505 1.374282852405608","No"
"PM10","BLK 204A PASIR RIS STREET 21","42373.4610","38753.7772","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","10","1.90","N","38753.7772 42373.4610","103.96247396456312 1.3667464214739629","No"
"PM11","BLK 269A PASIR RIS STREET 21","42482.8751","38537.8136","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","1.90","N","38537.8136 42482.8751","103.96345701840346 1.3647932754078989","No"
"PM12","BLK 272A PASIR RIS STREET 21","42657.8070","38550.2316","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","6","1.90","N","38550.2316 42657.8070","103.96502890331372 1.3649054929788333","No"
"PM13","BLK 199A PASIR RIS STREET 12","42053.3726","38723.5879","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","1.90","N","38723.5879 42053.3726","103.95959774167444 1.366473554777537","No"
"PM14","BLK 180A PASIR RIS STREET 11","42109.8791","38528.4122","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","1.90","N","38528.4122 42109.8791","103.96010539790726 1.3647084328267205","No"
"PM15","BLK 158A PASIR RIS STREET 13","42284.7957","38467.7932","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","38467.7932 42284.7957","103.96167711032794 1.3641601337238678","No"
"PM16","BLK 149A PASIR RIS STREET 13","42400.9355","38268.6092","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","38268.6092 42400.9355","103.96272060688577 1.3623587330477787","No"
"PM17","BLK 142A PASIR RIS STREET 11","42071.2657","38321.6853","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","38321.6853 42071.2657","103.95975833337474 1.3628388914348102","No"
"PM18","BLK 135A PASIR RIS STREET 11","41750.9103","38533.7141","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.00","N","38533.7141 41750.9103","103.95687982769032 1.3647565501015384","No"
"PM19","BLK 108A PASIR RIS STREET 12","41766.7964","38887.5806","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.00","N","38887.5806 41766.7964","103.95702273852433 1.3679567775550412","No"
"PM2","BLK 220A PASIR RIS STREET 21","42210.8365","39121.6128","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","39121.6128 42210.8365","103.96101285046049 1.3700730656196631","No"
"PM20","BLK 526 PASIR RIS STREET 51","40702.1342","38896.9108","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","13","2.15","N","38896.9108 40702.1342","103.94745603169562 1.368041633413594","No"
"PM21","BLK 530 PASIR RIS DR 1","40920.1747","39245.8244","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","NO","YES","15","2.15","N","39245.8244 40920.1747","103.94941542540157 1.3711969823159396","No"
"PM22","BLK 555A PASIR RIS STREET 51","41231.6084","38954.5238","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","38954.5238 41231.6084","103.95221374215524 1.368562431236495","No"
"PM23","BLK 564A PASIR RIS STREET 51","40930.0174","38967.7033","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","38967.7033 40930.0174","103.9495037477115 1.3686817553022488","No"
"PM24","BLK 561A PASIR RIS STREET 51","41131.6320","38802.2291","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.00","N","38802.2291 41131.6320","103.9513153189908 1.36718517991143","No"
"PM25","BLK 500A PASIR RIS STREET 52","40496.5258","39820.0373","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","1.90","N","39820.0373 40496.5258","103.94560888980388 1.3763901312097717","No"
"PM26","BLK 521A PASIR RIS STREET 52","40316.6810","39541.0967","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","1.90","N","39541.0967 40316.6810","103.94399274023186 1.373867572894941","No"
"PM27","BLK 578A PASIR RIS STREET 53","40606.3885","39551.3513","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","39551.3513 40606.3885","103.94659596969208 1.3739601888977973","No"
"PM28","BLK 586A PASIR RIS STREET 53","40736.5955","39633.1743","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","39633.1743 40736.5955","103.94776600610439 1.3747001092714668","No"
"PM29","BLK 601A ELIAS ROAD","40247.7753","39924.3544","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","39924.3544 40247.7753","103.94337373293368 1.3773336408343035","No"
"PM3","BLK 225A PASIR RIS STREET 21","42201.9401","39312.6071","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","1.90","N","39312.6071 42201.9401","103.96093300168182 1.3718003498167461","No"
"PM30","BLK 614A ELIAS ROAD","40114.6224","39748.7266","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","10","1.90","N","39748.7266 40114.6224","103.942177186883 1.3757453839953477","No"
"PM32","BLK 631A PASIR RIS DRIVE 3","39883.2972","40142.5172","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","40142.5172 39883.2972","103.94009872430243 1.379306773598291","No"
"PM33","BLK 635A PASIR RIS DRIVE 1","39858.5997","39896.3925","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","39896.3925 39858.5997","103.9398767004852 1.3770809237481785","No"
"PM34","BLK 649A PASIR RIS DRIVE 10","39728.9750","39998.0806","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","39998.0806 39728.9750","103.9387119702444 1.3780006050848808","No"
"PM35","BLK 700A PASIR RIS DRIVE 10","39721.1068","40304.2524","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","40304.2524 39721.1068","103.93864139053586 1.3807695117170868","No"
"PM36","BLK 710A PASIR RIS STREET 72","39546.2838","40486.3671","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","40486.3671 39546.2838","103.93707054978742 1.3824165586451882","No"
"PM37","BLK 718A PASIR RIS STREET 72","39429.3197","40431.9844","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","40431.9844 39429.3197","103.93601952013233 1.3819247877443936","No"
"PM38","BLK 736A PASIR RIS DRIVE 10","39565.4411","40102.7854","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","40102.7854 39565.4411","103.93724254160885 1.3789475812238117","No"
"PM4","BLK 231A PASIR RIS DRIVE 4","42258.6513","39567.5489","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","39567.5489 42258.6513","103.96144271358429 1.3741059191478617","No"
"PM40","BLK 744A PASIR RIS STREET 71","39358.5759","39992.2049","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","11","2.00","N","39992.2049 39358.5759","103.93538366563013 1.3779476132601685","No"
"PM41","BLK 747A PASIR RIS STREET 71","39214.3187","40090.5883","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","2.00","N","40090.5883 39214.3187","103.93408744824963 1.3788374116684676","No"
"PM43","BLK 757A PASIR RIS ST 71","39108.4700","39913.5495","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","2.00","N","39913.5495 39108.4700","103.933136254465 1.377236378857084","No"
"PM44","BLK 762A PASIR RIS STREET 71","39126.6463","39773.0358","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","2.00","N","39773.0358 39126.6463","103.93329952863957 1.3759656182674522","No"
"PM45","BLK 773A PASIR RIS STREET 71","39416.5981","39622.2609","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","39622.2609 39416.5981","103.93590489391227 1.3746019548874395","No"
"PM46","BLK 782A PASIR RIS STREET 71","39692.8318","39469.9703","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","8","2.00","N","39469.9703 39692.8318","103.9383869887284 1.3732245868835111","No"
"PM5","BLK 235A PASIR RIS STREET 21","42388.3371","39530.4506","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","39530.4506 42388.3371","103.96260801282267 1.3737703530713963","No"
"PM6","BLK 245A PASIR RIS STREET 21","42477.8773","39204.2227","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","39204.2227 42477.8773","103.96341243438103 1.3708200282252312","No"
"PM7","BLK 257A PASIR RIS STREET 21","42459.8111","38843.4823","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","1.90","N","38843.4823 42459.8111","103.96324992159053 1.367557638171994","No"
"PM8","BLK 458A PASIR RIS DRIVE 4","42126.5924","39294.4290","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","39294.4290 42126.5924","103.96025594204671 1.3716359902146564","No"
"PM9","BLK 216A PASIR RIS STREET 21","42233.4620","38924.6687","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","2.00","N","38924.6687 42233.4620","103.96121606162903 1.3682919670590967","No"
"PP1","BLK 101 TO 109 POTONG PASIR AVENUE 1","31994.7800","35133.0300","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","35133.0300 31994.7800","103.86921395965454 1.3340049020680769","No"
"PP2","BLK 143 TO 145 POTONG PASIR AVENUES 2/3","31643.1687","34986.5402","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","34986.5402 31643.1687","103.86605451410936 1.3326801447688825","No"
"PP3","BLK 134 TO 142 POTONG PASIR AVENUE 3","31619.7981","35088.4721","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","35088.4721 31619.7981","103.86584452814029 1.3336019833981616","No"
"PP4","BLK 121 TO 133 POTONG PASIR AVENUE 1","31650.3687","35213.5248","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","35213.5248 31650.3687","103.86611923734664 1.3347329118377302","No"
"PP5","BLK 113 TO 120 POTONG PASIR AVENUE 1","31328.0300","35388.2500","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","35388.2500 31328.0300","103.86322285844973 1.3363131015185339","No"
"PP6","BLK 146 POTONG PASIR AVENUE 2","31816.7963","34942.7097","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","34942.7097 31816.7963","103.86761465081399 1.3322837359757806","No"
"PP9T","BLK 145 POTONG PASIR AVENUES 2/3","31643.7896","34932.8598","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","34932.8598 31643.7896","103.86606008684048 1.3321946782571863","No"
"PRM","BLK 33 PARK CRESCENT MSCP","28996.2194","29764.0920","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","7","2.15","N","29764.0920 28996.2194","103.84227000806189 1.2854503678206246","Yes"
"PRM1","BLK 441A PASIR RIS DRIVE 6","41857.2031","39071.4559","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","1.86","N","39071.4559 41857.2031","103.95783518955062 1.3696196338882012","No"
"PRS1","BLK 212A PASIR RIS STREET 21","42134.4478","38894.2762","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","0.00","N","38894.2762 42134.4478","103.96032633770311 1.368017156377775","No"
"PR1","BLK 101/108 PASIR RIS STREET 12","41875.5357","38818.4836","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","38818.4836 41875.5357","103.95799980233409 1.3673318395597138","No"
"PR10","BLK 467/477 PASIR RIS DRIVE 6","41784.5801","39526.9469","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39526.9469 41784.5801","103.95718283417933 1.3737389560940714","No"
"PR11","BLK 478/487 PASIR RIS DRIVE 4","42030.2409","39606.4261","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","39606.4261 42030.2409","103.95939030529709 1.3744576196610299","No"
"PR12","BLK 544/556 PASIR RIS STREET 51","41283.8272","38971.2519","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","38971.2519 41283.8272","103.95268297102702 1.368713690421441","No"
"PR13","BLK 537-543, 564-569 PASIR RIS STREET 51","40942.8203","39055.5703","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","39055.5703 40942.8203","103.94961882876983 1.3694763858176857","No"
"PR14","BLK 557-562 PASIR RIS ST 51","41151.3750","38747.0430","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","9.99","N","38747.0430 41151.3750","103.95149269876835 1.3666860888089798","No"
"PR2","BLK 109/129 PASIR RIS STREET 11","41590.9705","38812.1621","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","38812.1621 41590.9705","103.95544278951135 1.3672748025475825","No"
"PR3","BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL","41064.8727","39231.0631","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","39231.0631 41064.8727","103.95071563026282 1.3710634228755594","No"
"PR4","BLK 406/411 PASIR RIS DRIVE 6","41488.2976","39437.9950","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","39437.9950 41488.2976","103.95452048873393 1.3729346460751741","No"
"PR5","BLK 405/406, 412/429 PASIR RIS DRIVE 6","41554.7014","39169.7008","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","39169.7008 41554.7014","103.95511705035062 1.3705082641933348","No"
"PR6","BLK 441/445 PASIR RIS DRIVE 6","41830.3635","39044.8529","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39044.8529 41830.3635","103.95759400506218 1.3693790590205055","No"
"PR7","BLK 446/455 PASIR RIS DRIVE 6","41840.4900","39225.1300","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","0.00","N","39225.1300 41840.4900","103.95768508262707 1.3710094121120662","No"
"PR8","BLK 456/461 PASIR RIS DRIVE 4","42050.7490","39253.7168","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","9.99","N","39253.7168 42050.7490","103.95957441760447 1.3712678407951182","No"
"PR9","BLK 463/466 PASIR RIS STREET 41","41926.2439","39467.9453","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO","0","0.00","N","39467.9453 41926.2439","103.9584557543901 1.3732053012591277","No"
"P1","BLK 196 PUNGGOL FIELD","36202.3912","42357.2043","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","42357.2043 36202.3912","103.9070237258348 1.3993368546917766","No"
"P11","BLK 416 PANDAN GARDENS","18544.4873","33717.7282","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33717.7282 18544.4873","103.74835585800412 1.321204214426874","No"
"P12","BLK 415 PANDAN GARDENS","18526.4824","33647.3125","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","33647.3125 18526.4824","103.74819409636507 1.3205673948612164","No"
"P13","BLK 401/402 PANDAN GARDENS","18772.8516","33660.8789","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33660.8789 18772.8516","103.75040784611791 1.32069015976828","No"
"P14","BLK 403/408 PANDAN GARDENS","18635.6875","33513.0954","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33513.0954 18635.6875","103.74917540107634 1.3193536177884093","No"
"P15","BLK 413 PANDAN GARDENS","18521.3692","33566.3085","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33566.3085 18521.3692","103.74814817657057 1.3198348225460355","No"
"P16","BLK 412/414 PANDAN GARDENS","18411.9297","33571.5710","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33571.5710 18411.9297","103.74716480513705 1.3198823805928215","No"
"P17","BLK 409/411 PANDAN GARDENS","18436.3162","33454.2597","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33454.2597 18436.3162","103.74738396670357 1.3188214674823948","No"
"P2","BLK 199 PUNGGOL FIELD","36091.6693","42442.0964","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","42442.0964 36091.6693","103.90602882381455 1.4001046189481625","No"
"P3","BLK 101 PUNGGOL FIELD","36063.3675","42259.8920","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.15","N","42259.8920 36063.3675","103.90577445865635 1.3984568370825314","No"
